company_name,job_title,department,location,seniority,job_url,growth_signal_tag
Urban Company,SM - City LSDC,Business Development,"Bangalore,India",Not Specified,https://careers.urbancompany.com/jobDetail?id=70880f78-f586-4ff8-a3b2-4c7b20b0d299,GTM Push
Razorpay,Compliance EngineerNew,Other,"Bangalore,India",Not Specified,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4575757005,Tech Modernization
Zolve,Legal,Business Development,"Bangalore,India",Not Specified,https://zolve.freshteam.com/jobs/C_svwjtu2Qsc/legal,GTM Push
Razorpay,Assistant Manager - Tech Support Engineering,Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4550750005,Tech Modernization
CRED,people business partner,Other,"Bangalore,India",Not Specified,https://careers.cred.club/openings/ca6cd6ec-ff19-4a69-b03a-16b6ed0cbda8,General Growth
Urban Company,Senior Manager- Central,Business Development,"Delhi NCR,India",Senior,https://careers.urbancompany.com/jobDetail?id=524b6ddf-1f8f-4924-ba54-2e9f425be457,GTM Push
Paytm,Area Sales Manager - Manager - EDC Retail,Sales,"Amritsar,India",Senior,https://jobs.lever.co/paytm/430224ab-f7fe-4b4a-9460-d16e2127261c,GTM Push
Paytm,Admin & Operations - Internship,Other,"Noida,India",Not Specified,https://jobs.lever.co/paytm/94221c3b-72c1-4086-a023-5ba16a977d67,General Growth
Urban Company,Category Manager,Business Development,"Ahmedabad,India",Senior,https://careers.urbancompany.com/jobDetail?id=8bb6fec2-ebae-4a4b-9422-a77a24703142,GTM Push
Drip Capital,Branding & Communications Manager,Marketing,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0pa7y/,GTM Push
Drip Capital,Business Development Manager - US,Other,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0pfwp/,General Growth
Urban Company,Zonal Trainer,Business Development,"Mumbai,India",Not Specified,https://careers.urbancompany.com/jobDetail?id=0a41e5a8-05b2-40f2-a57b-bb87c0b1be60,GTM Push
Razorpay,Lead Technical Consultant,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4539457005,General Growth
Razorpay,"Associate Manager, New Initiatives",Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4545187005,Hiring Spree
Meesho,Assistant Manager- Insurance,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager--insurance?id=1b281013-2584-49a3-aae4-ee754a29f01c,Hiring Spree
Yellow.ai,Account Executive (BFSI),Other,"Mumbai,India",Mid,https://careers.yellow.ai/jobs/Careers/157454000000948717/Account-Executive-BFSI?source=CareerSite,Hiring Spree
Razorpay,Senior Manager - Banking Alliance,Other,Singapore,Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4538531005,General Growth
Razorpay,"Manager, HRBP",Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4569465005,General Growth
Razorpay,Senior Technical Program Manager I,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4561316005,General Growth
Urban Company,Category Manager,Business Development,"Chennai,India",Senior,https://careers.urbancompany.com/jobDetail?id=680c886e-b414-4019-8d2a-798f03c54275,GTM Push
Yellow.ai,SEA Manager,Other,Remote,Senior,https://careers.yellow.ai/jobs/Careers/157454000000948408/SEA-Manager?source=CareerSite,General Growth
Razorpay,Technical Account ManagerNew,Other,"Bangalore,India",Not Specified,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4556012005,General Growth
Zolve,Business Analyst,Business Development,"Bangalore,India",Not Specified,https://zolve.freshteam.com/jobs/kpvySX3aW2CY/business-analyst,GTM Push
Paytm,Growth Management - Senior Manager - Bill Payments,Marketing,"Noida,India",Senior,https://jobs.lever.co/paytm/0bcd97c8-98d3-40ef-a4fd-4400f6eab9bd,GTM Push
Razorpay,Senior Associate - Mid MarketsNew,Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4572801005,Hiring Spree
Meesho,Associate Category  -Pricing,Business Development,"Bangalore,India",Mid,https://meesho.io/jobs/associate-category---pricing?id=d5693b68-6101-4a16-98e4-e8ad433b8696,GTM Push
Paytm,KAM Lead(Sales) - EDC Retail - Bangalore,Sales,"Bangalore,India",Senior,https://jobs.lever.co/paytm/2ae875f2-e0bb-4a80-8e32-410400e57ca6,GTM Push
Meesho,Assistant Manager - Control Tower,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager---control-tower?id=1dd3909b-49d0-44d6-95cc-884eb18a4bde,Hiring Spree
Paytm,Area Sales Manager - EDC Retail (Kozhikode),Sales,"Kozhikode,India",Senior,https://jobs.lever.co/paytm/4f55727e-a5cd-4eb1-8aa2-bb45beedfddf,GTM Push
Meesho,Android Developer - I,Other,"Bangalore,India",Not Specified,https://meesho.io/jobs/android-developer---i?id=f35e1cae-5847-4b92-bd76-c0474197724f,Tech Modernization
Zolve,Collections Executive,Other,"Bangalore,India",Mid,https://zolve.freshteam.com/jobs/ntnloVsCgdUm/collections-executive,Hiring Spree
Groww,Lead Business Analyst,Other,"Bangalore,India",Senior,https://job-boards.eu.greenhouse.io/groww/jobs/4528317101,General Growth
Zolve,Credit Bureau Reporting Analyst,Other,"Bangalore,India",Not Specified,https://zolve.freshteam.com/jobs/tGL8n9MX4yle/credit-bureau-reporting-analyst,General Growth
Meesho,Assistant Manager/ Manager- Program Strategy - Fulfilment & Experience,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager-manager--program-strategy---fulfilment--experience?id=bff1bcf3-ae0e-4218-94e0-38c45f2a9177,Hiring Spree
Drip Capital,Sales Development Representative - US,Other,"Mumbai,India",Not Specified,https://dripcapital.hire.trakstar.com/jobs/fk0p7sd/,General Growth
Meesho,Assistant Manager- Finance (Accounts Payable),Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager--finance-accounts-payable?id=2c231e80-d6aa-41b3-b843-313abf9fc382,Hiring Spree
Groww,Site Reliability Engineer,Other,"Bangalore,India",Not Specified,https://job-boards.eu.greenhouse.io/groww/jobs/4528375101,Tech Modernization
Urban Company,Zonal Trainer - Pest Control,Business Development,"Bangalore,India",Not Specified,https://careers.urbancompany.com/jobDetail?id=4f045cbd-e116-4551-9607-8e90dc104622,GTM Push
Razorpay,Associate Consultant,Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4569262005,Hiring Spree
Meesho,Assistant Manager- Controllership,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager--controllership?id=9471ca2b-b422-4ea3-b7eb-3c9afc30115f,Hiring Spree
Drip Capital,Performance Marketing Lead – US Market,Other,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0pa79/,General Growth
Yellow.ai,Account Manager,Other,"Bangalore,India",Senior,https://careers.yellow.ai/jobs/Careers/157454000000939011/Account-Manager?source=CareerSite,General Growth
Razorpay,Security EngineerNew,Other,"Bangalore,India",Not Specified,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4575761005,Tech Modernization
Drip Capital,"Intern, Legal Documentation",Other,"Mumbai,India",Junior,https://dripcapital.hire.trakstar.com/jobs/fk0palm/,General Growth
Razorpay,Staff Analytics SpecialistNew,Other,"Bangalore,India",Not Specified,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4574820005,General Growth
Meesho,Assistant Manager - AI Services,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager---ai-services?id=8a4a8dd0-9814-46f9-8467-30d3dc547f17,Hiring Spree
Yellow.ai,Business Development Representative,Other,"Bangalore,India",Not Specified,https://careers.yellow.ai/jobs/Careers/157454000000920165/Business-Development-Representative?source=CareerSite,General Growth
Paytm,Internal Audit- Industrial Trainee,Other,"Noida,India",Junior,https://jobs.lever.co/paytm/19ac8e0f-311d-45be-9788-560b6333b112,General Growth
Paytm,SAP- HANA (FICO) - Manager,Other,"Noida,India",Senior,https://jobs.lever.co/paytm/d779975c-a7fb-4a32-b9d8-20e00617d05e,General Growth
Paytm,Regional Manager - General Manager,Sales,"Chennai,India",Senior,https://jobs.lever.co/paytm/97684829-2aa6-4415-a5e0-86a9c04ad461,GTM Push
Urban Company,Category Manager - Mumbai,Business Development,"Mumbai,India",Senior,https://careers.urbancompany.com/jobDetail?id=13f1a9bf-56b2-4cdd-b406-282eb8f83e5f,GTM Push
Urban Company,Category Manager-Central,Business Development,"Bangalore,India",Senior,https://careers.urbancompany.com/jobDetail?id=2022ea4a-a772-416a-bac5-24a72a64a038,GTM Push
Zolve,Senior Product Designer,Product,"Bangalore,India",Senior,https://zolve.freshteam.com/jobs/GcTF-tpWtnVO/senior-product-designer,Product Launch
Drip Capital,Senior Relationship Manager (Growth India),Other,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0pcfb/,GTM Push
Razorpay,Manager - SME Sales,Other,Singapore,Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4539872005,General Growth
Urban Company,Category Manager,Business Development,"Hyderabad,India",Senior,https://careers.urbancompany.com/jobDetail?id=e79c7eb6-6a95-48cf-9f0e-6fc38c62ca39,GTM Push
Paytm,Product Management - Product Manager - Agent Product,Product,"Bangalore,India",Senior,https://jobs.lever.co/paytm/746b8c52-aeaa-420d-9b25-1e6f302c31f6,Product Launch
Razorpay,Senior Associate - Channel Partnership,Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4572197005,Hiring Spree
Paytm,Business Analyst - Team Lead,Other,"Bangalore,India",Mid,https://jobs.lever.co/paytm/f7d37ad5-9d03-4250-9057-ef37f02faa2b,Hiring Spree
Paytm,Manager - Finance (IT Costing),Other,"Noida,India",Senior,https://jobs.lever.co/paytm/12c75bf9-4c02-4b86-bba7-36dbfe5f29fa,General Growth
